"R","Metodo","mu1a","mu1b","mu2a","mu2b","mu3a","mu3b","sigma1a","sigma1b","sigma1c","sigma1d","sigma2a","sigma2b","sigma2c","sigma2d","sigma3a","sigma3b","sigma3c","sigma3d","p1","p2","p3","tempo"
21,"MCMC",2.5189638905,2.73324891675,3.833918853625,3.263130282875,4.919611985375,5.98673277375,2.4365951175,1.49019040425,1.49019040425,3.594433425,2.59670605375,0.23233218225,0.23233218225,3.28250112175,2.61200524125,-1.652351931125,-1.652351931125,5.4032740175,0.320594167,0.3333879695,0.346017865625,85.4828369617462
22,"EM",0.710414749812341,4.59696555429687,3.87910780119769,0.917946612587325,5.93933653646196,6.89379508256303,2.08857332626054,2.32196847429466,2.32196847429466,7.03085421359659,2.90712883538807,0.948947431247008,0.948947431247008,0.85328739400085,2.80059905247961,-2.88307543062734,-2.88307543062734,6.20092066996731,0.317087031155707,0.320039384953885,0.362873583890409,0.0708379745483398
22,"MCMC",3.068655759125,1.925726684125,3.559617349625,5.73360570625,4.2761603725,4.694115132625,2.0714607505,1.226102078675,1.226102078675,2.78186293675,2.29530263325,0.362385453175,0.362385453175,7.34798466375,2.190979726625,-0.2927215423625,-0.2927215423625,5.333985775625,0.318477913375,0.345986267625,0.335535821625,97.3103680610657
23,"EM",1.1802404753822,5.49484138396817,3.48111403900119,0.873336212726591,5.80504632752318,7.40843168571222,1.78704476239307,1.65541528492541,1.65541528492541,3.66129156353596,4.16064057148524,1.24705535282999,1.24705535282999,1.28769575444379,2.01284060250063,-1.76425993980132,-1.76425993980132,3.4354957234284,0.348891959972166,0.400462840674176,0.250645199353658,0.0578789710998535
23,"MCMC",2.95607793675,2.029755352875,3.69016080725,6.35108514125,4.240140644,5.16424219,2.7190393725,1.23361344975,1.23361344975,2.0614921355,2.02644990975,0.139002148125,0.139002148125,4.227850091125,2.17405404375,-0.178858278875,-0.178858278875,3.260940794875,0.383360105875,0.308195122125,0.308444776,94.0694048404694
24,"EM",0.967650367532273,5.31124364431455,3.56182822173734,0.884702289397649,6.2397189747849,6.9994000063004,1.47602040181793,1.69240605521656,1.69240605521656,4.81658977854937,5.03088190967396,1.44998600247121,1.44998600247121,1.26172827069334,2.8512871461857,-2.35946044862843,-2.35946044862843,3.4413230341816,0.272936115735127,0.412775314788166,0.314288569476707,0.0815589427947998
24,"MCMC",2.910473572125,4.471618450625,3.579501663625,5.95584586375,4.3052575525,2.37106180225,2.337176848375,0.80880449625,0.80880449625,4.390148335125,2.322753300875,0.025325197125,0.025325197125,5.050782325,3.12394234,0.08657634275,0.08657634275,1.5738604165,0.32172456525,0.306318917,0.371956512,83.8053028583527
25,"EM",1.05219512035755,5.04215844766219,3.73741360046337,0.895820457393772,5.74611857269934,7.03207548886197,1.8078139442604,1.69608347811804,1.69608347811804,3.87266622895814,4.50470198039866,1.08266777372996,1.08266777372996,1.17577819281987,2.25759500209378,-1.89819061467501,-1.89819061467501,3.42288517112475,0.316994319503478,0.401478720625889,0.281526959870633,0.0765130519866943
25,"MCMC",2.40383547825,5.50589871625,3.726819949375,3.386928126625,4.93032938125,3.787399937375,2.264698597,1.349212789875,1.349212789875,5.24658658,2.537911364875,0.511131750475,0.511131750475,2.726439005875,2.43839124825,-0.551265725375,-0.551265725375,2.08718695,0.337311243,0.343547453375,0.319141305625,85.180027961731
26,"EM",1.08561110432947,5.1662859987504,4.22761581176121,1.03913656104554,5.9909795378835,7.18050255003065,1.75080421647379,1.89631398892456,1.89631398892456,4.55471871918757,4.69941653101504,1.780266551601,1.780266551601,1.60610640464632,2.41742118115232,-2.24070648278861,-2.24070648278861,3.88810175450904,0.311458376158453,0.354449772795198,0.334091851046349,0.083064079284668
26,"MCMC",1.066129835125,5.05097262625,4.6630425875,2.484358086875,5.62095756875,5.47711378475,1.826161168375,2.157564301625,2.157564301625,5.37382146125,2.49292986,-0.077998794,-0.077998794,1.969782827875,2.70048349375,-1.856717139625,-1.856717139625,3.84590062825,0.3223908915,0.334879188375,0.342729922625,83.5470468997955
27,"EM",1.10431249538059,5.37555487257877,3.5534849526052,0.933992124582564,6.00645188576219,7.06962361650235,2.14016155584473,1.8765666532316,1.8765666532316,3.65873682112415,4.25160213739602,1.50655319051475,1.50655319051475,1.54729623957286,2.05895760480291,-1.84162808700914,-1.84162808700914,3.73994077216598,0.306727954134067,0.360584196253966,0.332687849611967,0.0710430145263672
27,"MCMC",1.857468534125,4.310731883375,3.023941258875,2.027121304125,6.2036369075,6.76725286875,2.8058803625,2.31144096325,2.31144096325,4.395671523375,2.73407631125,1.440843186375,1.440843186375,2.1881247755,1.75926017525,-1.60575448375,-1.60575448375,3.60230045875,0.34350504975,0.338863773625,0.317631170125,83.256973028183
28,"EM",0.918960745291331,5.04134384897032,4.06163036153143,0.902269379104163,5.97320098951377,6.99858975495638,2.04857848846501,2.32280023476304,2.32280023476304,5.81438691443152,2.80914694005854,1.01845909339753,1.01845909339753,0.879772805414576,2.82538563921885,-2.50103108624372,-2.50103108624372,3.9021308566769,0.356195374021527,0.311720970861838,0.332083655116636,0.0552020072937012
28,"MCMC",2.209520855125,5.51039597625,4.24838227,4.962132247125,4.5212794825,2.412466809125,2.213081935,0.721475249375,0.721475249375,4.91973844,2.5348231025,-0.8384496395,-0.8384496395,3.69083791375,2.40696887125,-0.197728228,-0.197728228,1.72304544225,0.352230003875,0.3333987025,0.314371296375,79.9852840900421
29,"EM",1.03242508488731,5.30683578525525,4.48976571353767,1.08359530929561,6.14576078670418,6.56893240565411,2.1612596359326,2.6269344696406,2.6269344696406,7.26403896862035,3.74124988823077,1.48590722366455,1.48590722366455,1.24956284073188,2.67792932462647,-2.44421634024272,-2.44421634024272,3.76730811229002,0.305066210894016,0.365184482053729,0.329749307052254,0.104028940200806
29,"MCMC",2.763492310125,3.192478345875,4.038699367125,3.514689178875,4.855714002,6.25320503375,2.85169312,1.914801680125,1.914801680125,3.940424736,2.96576255875,0.76326947375,0.76326947375,3.158148619875,2.40205538375,-1.088699461125,-1.088699461125,4.3324379,0.33535095125,0.34113507625,0.32351396425,100.09962105751
30,"EM",1.04828475920423,5.35633620874802,4.04456995317658,1.05430082386597,6.05133111975566,7.03745785989169,1.80530445916813,2.10788301426744,2.10788301426744,7.07927335633153,2.78632459165317,1.17484291044092,1.17484291044092,1.05457783904347,2.51872166526058,-2.38042368508694,-2.38042368508694,4.07022304449045,0.336545965175348,0.370539009282092,0.292915025542559,0.0661129951477051
30,"MCMC",2.2701219525,5.69247063,4.273616555625,5.113518269375,4.52150758125,2.56036802825,1.921543017,0.552833522,0.552833522,5.56566592375,2.35085510575,-0.756119547625,-0.756119547625,4.058463892875,2.46067626625,-0.00478347387500001,-0.00478347387500001,1.906568711875,0.32345607125,0.325417008875,0.351126924125,87.1925868988037
31,"EM",1.04608159097391,5.19858766388985,3.95324038612216,0.957177951417453,5.64856948582441,7.16954763472214,1.86215711042941,2.12510040516919,2.12510040516919,7.73115067843115,3.64194207518487,1.0599755411782,1.0599755411782,0.922733681790052,3.35621975394492,-2.93961757927119,-2.93961757927119,4.59928529882413,0.331778322495178,0.321655963571365,0.346565713933457,0.0729780197143555
31,"MCMC",2.8924179595,4.572465552375,2.89624937475,4.569914654,4.7750507775,4.085090209,2.580654098625,0.2272174147125,0.2272174147125,4.51824441175,2.580053584375,0.23224566066125,0.23224566066125,4.511658937625,3.4127067525,-1.110099109625,-1.110099109625,2.861649417125,0.331553622875,0.331008904625,0.33743747275,91.4750199317932
32,"EM",0.75671126954331,4.71327149246239,3.94370546422797,1.06585412026551,5.79141971841821,7.48035810571752,1.77009308708689,1.8277704779947,1.8277704779947,4.76110158303685,2.59754318887275,0.86293631828808,0.86293631828808,0.824199096635536,2.8590880012087,-2.53390916425658,-2.53390916425658,4.51179103204665,0.369859798302414,0.310247721362806,0.31989248033478,0.0556879043579102
32,"MCMC",2.84817583575,4.510046553,2.848745595,4.520905882,4.8872430975,4.23005667575,2.13804022875,0.65698918575,0.65698918575,3.765099611625,2.14827736675,0.664765439375,0.664765439375,3.790089059625,2.48639011625,-0.7165340425,-0.7165340425,2.47323187025,0.343833430625,0.343860280375,0.312306292375,75.4233288764954
33,"EM",0.636744260913966,4.56972896283695,4.1607118043379,1.0412468712333,5.93804946704548,7.30976012201714,1.67412599746146,1.75985916723425,1.75985916723425,4.45981389507101,4.87548866761144,1.32905176301166,1.32905176301166,1.25845122492103,2.26417594849146,-2.09586267473737,-2.09586267473737,3.86976394404101,0.279580747684047,0.421875123363421,0.298544128952533,0.0631489753723145
33,"MCMC",3.4412699032,5.66162689375,3.71199633075,3.315363095125,3.7142706653625,3.319795585125,2.296022975,-0.775656318875,-0.775656318875,5.018522005,2.59718954375,0.12091693475,0.12091693475,3.033874861125,2.5832127125,0.133254196875,0.133254196875,3.001498806375,0.30928872075,0.34522621175,0.345485077625,78.6870248317719
34,"EM",1.07926882728556,4.67841094038048,4.13708544524911,0.924072762864962,5.7416909509415,7.24825648035256,1.74075703922097,1.81372293978628,1.81372293978628,6.00925937459326,2.90287918028101,0.801704376873985,0.801704376873985,0.778953491137392,3.99688635277923,-3.06377751062094,-3.06377751062094,4.51045730758016,0.290403164177518,0.341055564694043,0.368541271128439,0.0851020812988281
34,"MCMC",2.605117575,2.8282891265,3.01290551975,4.400682860875,5.36035257125,5.60380731125,2.271424637875,1.233165177375,1.233165177375,3.23309565275,2.46711718775,0.38621724,0.38621724,4.086993703625,3.44031904475,-1.741749185,-1.741749185,3.210714489875,0.316802093875,0.3228798465,0.36031807025,85.9467279911041
35,"EM",0.8741611494827,5.29230793999776,3.80551216759057,1.12936879116076,5.91524641680751,7.06122152884921,1.85332405229728,1.6723731374172,1.6723731374172,6.35566774916756,2.77383192901953,1.10288315451927,1.10288315451927,1.19570045668144,3.24473585755114,-2.4723390231771,-2.4723390231771,4.0996478294497,0.327667113409828,0.337267397743166,0.335065488847006,0.0743110179901123
35,"MCMC",1.588153425375,4.233954035875,3.57662562825,3.657374371,5.37024353125,5.591308612625,1.923514839125,1.238467431075,1.238467431075,4.32339798275,2.517520699875,0.049247576375,0.049247576375,3.031896119,3.1366287925,-1.94621523775,-1.94621523775,3.56049987025,0.325979403625,0.335820121375,0.338200477375,82.8266959190369
36,"EM",1.26797535422806,5.84199718010083,3.89050581399273,1.25781179810032,6.41344343307756,6.71203568561502,1.83147598301438,1.94186587199559,1.94186587199559,4.40758335698693,4.66998183886354,1.73954690579142,1.73954690579142,1.56907750113777,2.39878130217141,-2.21595287757922,-2.21595287757922,3.8402780378299,0.344451006604249,0.361822572672763,0.293726420722988,0.0731561183929443
36,"MCMC",3.20510749925,4.777317362,3.850046048625,3.65351204175,4.5129749485,5.001166017875,2.34383554225,0.5597497185,0.5597497185,3.75709464525,2.59859724875,0.387842001125,0.387842001125,2.857908006375,2.5316590925,-0.556163470375,-0.556163470375,3.719260573125,0.338986791375,0.33362995875,0.32738324975,86.2443749904633
37,"EM",1.42473139897998,5.77842898043127,3.92722621798248,1.09097533986158,6.4727050769958,6.28390612921114,2.73864077150359,2.97713689895168,2.97713689895168,6.81545693311201,3.40154390439734,1.16513874639868,1.16513874639868,1.01480571437463,2.04344718841335,-1.99602655362751,-1.99602655362751,3.65768868453682,0.37777127775106,0.335330753408662,0.286897968840278,0.0846297740936279
37,"MCMC",3.232494333125,4.687656357,3.82680293775,6.03040719625,4.52368884375,2.46589698075,2.620345836,0.608705587125,0.608705587125,3.666692936125,2.244137338375,-0.3306795287,-0.3306795287,4.4460506725,3.301085621375,0.327681307125,0.327681307125,1.811624559875,0.340494852375,0.3292385655,0.3302665785,109.429253816605
38,"EM",1.1863477852088,4.96288632662716,4.11686549532042,1.00885086521992,6.57948584900395,6.42720249528083,2.25678398829268,2.32739947857293,2.32739947857293,6.08421865325613,2.21738512961105,0.87904687699781,0.87904687699781,0.858302846497108,1.93564974119477,-1.94777662752013,-1.94777662752013,4.5848347150682,0.368812785763401,0.340885673610417,0.290301540626181,0.0711269378662109
38,"MCMC",2.659026318375,2.955863954375,3.99649467775,3.36559301725,5.1863092905,6.106945595,2.1977124075,1.31420820475,1.31420820475,2.85174850425,2.17265538225,0.349229122875,0.349229122875,2.8193020055,2.001885453625,-1.189859459125,-1.189859459125,4.722859055,0.353689726375,0.336542675625,0.309767597375,74.2057619094849
39,"EM",1.06737427699881,5.10608876537994,3.65106814660741,1.0177194949969,6.05226288754861,6.99754372869208,2.14646505674246,1.92505923592736,1.92505923592736,4.22042968731496,4.92836451267732,1.31774411640361,1.31774411640361,1.4385302313801,2.48572707975349,-2.07228660609314,-2.07228660609314,3.88116766430393,0.353574076531997,0.319208659218841,0.327217264249163,0.069965124130249
39,"MCMC",3.034793102875,4.37974658575,3.149992043125,1.952953696125,4.8974704195,6.338010965,2.408992212875,0.592470328,0.592470328,3.937661256875,2.5927552725,1.1164341925625,1.1164341925625,2.115167452375,2.410702895,-1.285362017125,-1.285362017125,4.51775601,0.347114123625,0.30876715275,0.344118715375,86.6038861274719
