"R","Metodo","mu1","mu2","mu3","sigma1","sigma2","sigma3","p1","p2","p3","tempo"
66,"EM",0.7863802786067,3.53967900623369,7.18047975011993,0.714780773070051,1.84003608073482,1.05726578571211,0.171120843611874,0.516355413932262,0.312523742455864,0.0588619709014893
66,"MCMC",1.102283320375,3.79292192375,6.9121628,0.97546946925,0.965938248,1.175567286125,0.3107953148125,0.2881501872875,0.401054503625,43.757520198822
67,"EM",0.940025060293473,3.8835890182082,7.00775634335864,0.809517014503094,1.02355948800122,1.05684956127315,0.276655344331132,0.370320596780953,0.353024058887915,0.210432052612305
67,"MCMC",0.933350906,3.91000604125,7.04130347,0.81918367675,1.118891440625,1.05264752325,0.269642024625,0.390632007125,0.339725967,44.6885950565338
68,"EM",1.13057001270052,4.09104436592573,6.97465690647845,1.15734443315595,0.950930053415564,1.01761708732282,0.354639742151142,0.299165482773432,0.346194775075427,0.428967952728271
68,"MCMC",1.030734893625,4.09877527,7.058582975,1.126718418625,1.247680102625,0.9827356425,0.318158123925,0.3732739487,0.3085679270875,56.7022390365601
69,"EM",0.740368584494442,3.74587046933806,6.93781368727408,0.827736337009355,1.14588401831688,0.996747455486967,0.268071003052398,0.448443683845445,0.283485313102158,0.170468091964722
69,"MCMC",0.752520993875,3.73993331625,6.914519295,0.844644735625,1.19937432425,1.0200329565,0.264428104625,0.452938471875,0.2826334242625,44.572389125824
70,"EM",0.685873692618233,3.62000576113383,7.11890422750257,0.637364713384348,1.93590530270424,0.927042650915375,0.167862803825359,0.591301719554526,0.240835476620114,0.219836950302124
70,"MCMC",0.825783948375,3.781233045,7.041197615,0.806128218375,1.678690985625,0.974759742375,0.23061175345,0.501513376125,0.267874878675,55.149276971817
71,"EM",1.12910746685164,3.90112897181728,6.94014594948057,1.02126499070366,1.0951966909351,1.04211558985633,0.346249773610035,0.338754462313659,0.314995764076306,0.32296895980835
71,"MCMC",1.097307959625,3.8558662125,6.962738265,1.025350487125,1.279783478125,1.046510966375,0.3195341338125,0.381612511625,0.29885335175,53.5628390312195
72,"EM",0.788570035396425,4.06581979360095,7.34911794272335,0.797608387461692,2.10830341853528,0.68037786973305,0.173695534920494,0.648602436445339,0.177702028634167,0.109352111816406
72,"MCMC",0.975364685625,4.04501510875,7.18844985375,0.96991692375,1.592851019375,0.879427928625,0.255530198375,0.485154849,0.2593149455125,58.8041470050812
73,"EM",0.962122212501134,3.79734928799939,6.87031300516186,0.98993911140603,0.847793292334056,0.963683058336837,0.329229913029585,0.318992556934201,0.351777530036214,0.101844072341919
73,"MCMC",0.955579960125,3.7929564425,6.88185243875,0.99778520125,0.907592941875,0.9670159675,0.3247538685,0.328273753875,0.346972380375,39.8500061035156
74,"EM",1.11635383229924,4.1602938881058,7.11012305029608,0.903176680903975,0.978269644277524,1.00124277606768,0.408945093037401,0.317926157048839,0.27312874991376,0.0992629528045654
74,"MCMC",1.089476088875,4.140446755,7.1218381825,0.898212251125,1.106425809375,1.011245863625,0.394089853,0.341623628,0.264286529,40.1227600574493
75,"EM",1.05318624089171,4.02762812361452,7.08145124227602,0.973239179397124,0.953459649290049,1.03965371910894,0.321976799644497,0.336144770104926,0.341878430250577,0.0768539905548096
75,"MCMC",1.024500758,4.02898361125,7.1114276325,0.97321377675,1.072903401,1.03825249725,0.309970308375,0.360685296375,0.3293443841,44.7102401256561
76,"EM",0.868418459636266,3.93336192466468,6.83701206210937,0.999902323453567,0.944416207665701,1.11265057433778,0.30833248297192,0.314752678610456,0.376914838417624,0.126937866210938
76,"MCMC",0.82429874225,3.96279885625,6.87881512375,0.990165899875,1.1150773105,1.10863285675,0.293261685,0.351854366125,0.3548839511375,47.6374368667603
77,"EM",0.980252227289473,4.11468212646156,7.08770309450217,1.02613461460993,0.941521931199728,0.993784910766701,0.342327341537831,0.328377386423362,0.329295272038807,0.161815881729126
77,"MCMC",0.934483812,4.1331768525,7.14082690875,1.016133830875,1.097426138625,0.97963897025,0.32699505375,0.363172095375,0.309832859375,45.3040471076965
78,"EM",1.00715470347753,4.08605559038704,7.01796871981195,0.993453175717657,0.979793454524418,0.938781911042335,0.346965579056805,0.333181725176227,0.319852695766969,0.150061845779419
78,"MCMC",0.9802958775,4.0908037075,7.0454404675,0.99301012425,1.10380564875,0.93688784375,0.334581802125,0.358625533875,0.306792662425,44.4561920166016
79,"EM",0.822261013469595,3.88262403344472,7.18016740432612,0.862794372211428,1.14782902663692,0.893580260364533,0.28361997438112,0.392030435060641,0.32434959055824,0.0952799320220947
79,"MCMC",0.821436417,3.8637134375,7.17683291625,0.869995179375,1.22243522525,0.90527551225,0.27577173225,0.404407399125,0.31982086825,43.6808929443359
80,"EM",0.972603263761105,3.96094622441628,7.0339954706759,0.980718559256553,0.926159972017663,0.94114646877573,0.32622665800615,0.339141623972991,0.33463171802086,0.0726938247680664
80,"MCMC",0.960644693125,3.96115355,7.04970339,0.987756569875,1.010714017625,0.94282869025,0.319004129375,0.35392370375,0.32707216925,38.882682800293
81,"EM",0.902702769009816,3.97317766117007,6.96756167054425,0.991121546551988,0.953249314259069,1.00007719762158,0.340911636177245,0.310557354296724,0.348531009526031,0.12193489074707
81,"MCMC",0.88220035225,3.98817373125,7.00022257125,0.99355042175,1.074563036625,0.99547514975,0.33100754325,0.334223840625,0.334768618125,44.2227621078491
82,"EM",1.14765560060465,4.15194298288249,6.99350112730516,1.01818465892075,0.716661314670809,1.082877195415,0.378194292860624,0.293285415835111,0.328520291304265,0.0520269870758057
82,"MCMC",1.134301777625,4.15073393125,6.99904256,1.017060383375,0.768428487875,1.0894979015,0.373406117,0.301163189625,0.3254306835,32.9333920478821
83,"EM",0.679207927583739,3.87887453979217,6.99268285637324,0.829508865088506,1.52292427762275,0.988582118134811,0.279979249278886,0.443450237690173,0.276570513030942,0.428198099136353
83,"MCMC",0.72350586175,3.86388520125,6.906137795,0.85618596075,1.48227886575,1.0235263935,0.287496561375,0.42300960975,0.2894938263875,50.9981598854065
84,"EM",1.03710638547658,4.04167221662419,6.91266542719603,1.14309964981575,0.922551712371586,0.969984926624689,0.347119311412265,0.276570333152523,0.376310355435212,0.177747011184692
