"R","Metodo","mu1","mu2","sigma1","sigma2","p1","p2","tempo"
1,"EM",1.9940209449397,6.13071282638876,1.03932852669316,0.935204607706558,0.538834212552646,0.461165787447354,0.0423920154571533
1,"MCMC",2.00025078875,6.13229709375,1.052045115,0.941930623,0.53923661925,0.46076338075,17.9810500144958
2,"EM",1.93417900314629,5.98295945979945,1.00560699331072,1.04659659358483,0.484148797885706,0.515851202114294,0.0173242092132568
2,"MCMC",1.938336055,5.97980543125,1.01835998575,1.059001130875,0.484378748375,0.515621251625,20.0346648693085
3,"EM",2.01432081422837,6.01066927772034,1.07459391251806,1.01276839177308,0.498946315813924,0.501053684186076,0.011260986328125
3,"MCMC",2.02212789875,6.01300719625,1.090494503125,1.020632629,0.50006471875,0.49993528125,18.5307419300079
4,"EM",2.0479032843966,6.11293616124451,0.931746818306447,0.929715073766395,0.528342124432818,0.471657875567182,0.0115978717803955
4,"MCMC",2.04459184375,6.104629585,0.9370457335,0.945508116375,0.526932087625,0.473067912375,17.437383890152
5,"EM",2.06028311657466,6.00046297377929,1.03173242512118,0.965433886739883,0.502924669238747,0.497075330761253,0.0229260921478271
5,"MCMC",2.06557440375,6.000226045,1.044489485875,0.976045782625,0.503599082125,0.496400917875,18.5085461139679
6,"EM",1.95916452311849,5.98912501129235,0.973085961717569,1.0239024344823,0.527044617497639,0.472955382502362,0.0174779891967773
6,"MCMC",1.9597790725,5.98202917625,0.9822705555,1.0386894925,0.526575055625,0.473424944375,17.1654789447784
7,"EM",3.92558318618402,3.97343692588235,2.22954197063585,2.23258719254173,0.000153610173317506,0.999846389826683,0.00347399711608887
7,"MCMC",1.94805700625,5.96789774625,0.878395447,1.06534971925,0.49625080525,0.50374919475,15.7020499706268
8,"EM",1.98167803957227,5.93463026747007,0.92652969668492,0.983001681726332,0.462819196868523,0.537180803131477,0.00899600982666016
8,"MCMC",1.98549150625,5.9349247225,0.938821395375,0.9917127595,0.463503254,0.536496746,18.5740120410919
9,"EM",1.95158918776278,5.90820490615917,0.981135115127541,0.973993580313995,0.530595416337771,0.46940458366223,0.0114209651947021
9,"MCMC",1.95398275125,5.90442534,0.991526694375,0.987083834,0.530034181875,0.469965818125,15.7463910579681
10,"EM",1.83604720177803,5.92905144751689,0.891725461303936,0.981365814445214,0.494828201317941,0.505171798682059,0.011040210723877
10,"MCMC",1.8377704775,5.92515144625,0.901160419625,0.99256406875,0.494710595125,0.505289404875,16.208025932312
11,"EM",2.11429001046158,5.99342000662449,1.06024810335607,1.06076844966603,0.501710059395161,0.498289940604839,0.03249192237854
11,"MCMC",2.12196130625,5.9934125225,1.0753444925,1.0729168755,0.502296394,0.497703606,17.5747480392456
12,"EM",1.95562284309898,5.85385882227642,0.912601394370348,1.07015989262236,0.478051220535908,0.521948779464092,0.0295889377593994
12,"MCMC",1.9605175625,5.85114115875,0.924244432,1.082541124375,0.478094083125,0.521905916875,17.9941680431366
13,"EM",1.974491264398,5.97858006825759,0.952610810514409,0.986905119766216,0.513545823050415,0.486454176949585,0.00934100151062012
13,"MCMC",1.97733227,5.9757023275,0.9618462885,0.998495785625,0.5136582215,0.4863417785,17.7511270046234
14,"EM",1.91656212684511,5.91836437258693,0.900361392385629,1.07431835332852,0.464230460479686,0.535769539520313,0.00759196281433105
14,"MCMC",1.92124474375,5.9176081725,0.914231551125,1.084345426,0.465071190375,0.534928809625,18.05739402771
15,"EM",2.03587222350072,6.11938258121304,1.08060445950182,0.985595172696394,0.475230215950057,0.524769784049943,0.0130910873413086
15,"MCMC",2.040481795,6.115868975,1.09336456275,0.99653177725,0.47572066625,0.52427933375,18.2687518596649
16,"EM",1.9570887905297,5.90587639443493,0.976232208389007,1.03325889262379,0.49460010932296,0.50539989067704,0.0141668319702148
16,"MCMC",1.9594618375,5.89956532375,0.987679333375,1.047448563875,0.494025116375,0.505974883625,19.0723729133606
17,"EM",2.10178641393923,6.07881676728937,1.08974459078407,0.916296538521293,0.511855910819473,0.488144089180527,0.0138509273529053
17,"MCMC",2.10744510875,6.07891668125,1.104586908625,0.925885185875,0.512632473875,0.487367526125,20.5443570613861
18,"EM",2.06192971233126,5.98209869886819,0.971331533478645,1.01177342251408,0.543478258075741,0.456521741924259,0.0116307735443115
18,"MCMC",2.060893865,5.97526607875,0.981446880875,1.026859855375,0.542448722125,0.457551277875,16.4298150539398
19,"EM",2.03924339544395,5.91921392033588,1.0128666278041,0.906408473862348,0.524692289639334,0.475307710360666,0.0108458995819092
19,"MCMC",2.040070645,5.9146029325,1.02155848175,0.9182922015,0.52402599675,0.47597400325,18.8538579940796
20,"EM",1.84937668205905,5.94711916030965,0.961915491972722,0.990099496536738,0.459570486160304,0.540429513839696,0.0166261196136475
20,"MCMC",1.84873599625,5.94242066,0.969080375125,1.001999562375,0.45878103325,0.54121896675,18.9589810371399
21,"EM",1.96284836039264,6.02623598636234,1.01236574177519,0.909425487504584,0.520546590422965,0.479453409577035,0.0110430717468262
21,"MCMC",1.96401225,6.02314842125,1.021920155375,0.92149225525,0.519678625125,0.480321374875,17.3934569358826
22,"EM",1.98586373154677,5.84079044387047,0.935575852943432,1.02808745201558,0.493189581660747,0.506810418339254,0.01363205909729
22,"MCMC",1.98740997,5.83383782125,0.944710341,1.04228252675,0.492053911125,0.507946088875,18.5817420482635
23,"EM",1.95413568382413,5.98573787372529,0.923614211928374,0.999598458941943,0.490528556395799,0.509471443604201,0.00810098648071289
23,"MCMC",1.955743875,5.9844030825,0.935123478875,1.00948003075,0.4907535075,0.5092464925,17.1654319763184
24,"EM",2.01420134176688,6.00509014287993,1.05989706016059,0.945304108822534,0.508816415565019,0.491183584434981,0.0129740238189697
24,"MCMC",2.01717396625,6.0019393125,1.07185998425,0.956620429875,0.508850873125,0.491149126875,18.184396982193
25,"EM",2.04662825357051,6.06050629503961,0.975504608623373,0.988689044710654,0.492381374643538,0.507618625356462,0.0108098983764648
25,"MCMC",2.04839509125,6.0566318575,0.9862609135,1.001045489625,0.49225165325,0.50774834675,17.8213758468628
26,"EM",2.12419655778467,5.95186440477242,1.13530843698516,0.97483018682044,0.515640146462103,0.484359853537897,0.0156021118164062
26,"MCMC",2.1300166925,5.94644197,1.15067475875,0.989982897875,0.5156751345,0.4843248655,19.5116729736328
27,"EM",2.02574164428815,5.88206921328379,1.01370147439783,0.963648898951224,0.499750438781554,0.500249561218446,0.0179259777069092
27,"MCMC",2.02970289625,5.8819244925,1.027052488,0.973821052875,0.499875071375,0.500124928625,18.2504868507385
28,"EM",1.94701248237278,5.96676410573609,1.05806254996469,0.941266269024391,0.492132182379525,0.507867817620475,0.0133090019226074
28,"MCMC",1.95100454125,5.9646599725,1.071080837,0.950251095125,0.492427249,0.507572751,18.3925940990448
29,"EM",1.94122062690594,6.03034433264847,1.06768583574269,0.996841447866254,0.519556875616163,0.480443124383837,0.0147318840026855
29,"MCMC",1.94361836375,6.02366621,1.077552941625,1.011001591875,0.518997499625,0.481002500375,18.4258019924164
30,"EM",1.86575191741558,6.01272259308682,0.931099652413848,1.08966314101974,0.503883657127147,0.496116342872853,0.00975894927978516
30,"MCMC",1.86788684,6.00734805875,0.939629576375,1.102144625,0.50319941275,0.49680058725,16.4277338981628
31,"EM",2.11400854887461,6.09756660936693,0.965655302999782,0.959877161960789,0.506670987461571,0.493329012538429,0.0133421421051025
31,"MCMC",2.11932268125,6.098452585,0.977588484,0.96816994225,0.50738576775,0.49261423225,18.4474039077759
32,"EM",2.0080470810974,6.01053070433234,0.970709331368724,0.912055713200762,0.553556357823117,0.446443642176883,0.00997710227966309
32,"MCMC",2.0077908775,6.00608748,0.977774738125,0.925093868625,0.552804974875,0.447195025125,16.4619319438934
33,"EM",1.98389452204465,6.10599436525395,0.947873125436163,0.997407229557697,0.540836784943952,0.459163215056048,0.00808191299438477
33,"MCMC",1.98561847625,6.1044443075,0.95683350475,1.008621282125,0.540542921625,0.459457078375,16.8122019767761
34,"EM",2.05454225744184,5.93145829274522,1.00808652503027,0.996291960084035,0.501030976454786,0.498969023545214,0.00983405113220215
34,"MCMC",2.0609327125,5.9299384425,1.02200477825,1.006952148875,0.501541389,0.498458611,19.2587602138519
35,"EM",1.96463021242299,6.12225061534797,0.943979611602357,0.968740360157619,0.485112500502415,0.514887499497584,0.00781702995300293
35,"MCMC",1.968296905,6.1213652025,0.954701511125,0.977895823375,0.48530905125,0.51469094875,18.1542670726776
36,"EM",2.04853936921789,6.0063018222888,1.06790465797878,0.985247887960561,0.479165599889342,0.520834400110658,0.00920796394348145
36,"MCMC",2.0588495375,6.00521361875,1.084533382875,0.99460137875,0.480084118,0.519915882,17.7314739227295
37,"EM",1.88841849107926,5.96256593857229,0.995130416962667,1.11469434182761,0.477374009236875,0.522625990763125,0.0143179893493652
37,"MCMC",1.88843636375,5.9533205475,1.00514976575,1.130764952625,0.476713069625,0.523286930375,18.9887790679932
38,"EM",2.12502990642823,5.9870723949006,0.971517383991982,1.00617419299074,0.500251512779969,0.499748487220031,0.0241038799285889
38,"MCMC",2.12815374875,5.98280206,0.9825917705,1.01949037375,0.49985818525,0.50014181475,19.0621418952942
39,"EM",1.95657300542875,5.91766223828758,0.9645046611982,0.937091077215512,0.531759113811012,0.468240886188988,0.00797486305236816
39,"MCMC",1.96181938875,5.91721368375,0.97642985975,0.94656710575,0.532472791625,0.467527208375,17.7399280071259
40,"EM",2.06159264129748,6.03033498694365,1.10480023786434,0.963701850074754,0.503845531010275,0.496154468989725,0.0121598243713379
40,"MCMC",2.0640912875,6.02583483875,1.116634961875,0.976319738,0.503196741625,0.496803258375,19.4664731025696
41,"EM",2.08291858578038,6.06060362555437,1.01203863931353,0.950659858962601,0.551792918407854,0.448207081592145,0.0113959312438965
41,"MCMC",2.083066195,6.05378355,1.020099035625,0.966054269,0.550649734875,0.449350265125,17.4015789031982
42,"EM",1.95116207368728,5.98649624853585,0.944633388598293,0.998507432058446,0.483218801931579,0.516781198068421,0.00757694244384766
42,"MCMC",1.95332052125,5.98334103,0.955712393625,1.009205693125,0.483415520375,0.516584479625,20.5528998374939
43,"EM",2.01328113520079,5.94206639012232,1.04874286961554,1.01505241854721,0.515377208345998,0.484622791654002,0.0832388401031494
43,"MCMC",2.01786213125,5.9368176725,1.060442538125,1.028481237125,0.514895171375,0.485104828625,19.5379629135132
44,"EM",2.01257764254982,6.00392448059698,1.08895454045956,0.988286502740628,0.518118218970781,0.481881781029219,0.0111789703369141
44,"MCMC",2.01755586375,6.00131529125,1.102137240125,1.000673167125,0.5182059745,0.4817940255,18.8745429515839
45,"EM",1.78573859401274,6.07736121018848,1.01915761649677,1.02256369737055,0.491645937848685,0.508354062151315,0.00827884674072266
45,"MCMC",1.78886531125,6.0750394375,1.029926648375,1.0330974785,0.491503809375,0.508496190625,18.3148248195648
46,"EM",2.07669444799376,6.05633854510256,1.0660631510847,0.933639354709063,0.516462565330173,0.483537434669827,0.0100078582763672
46,"MCMC",2.07950944375,6.0534187375,1.078414316625,0.946000482375,0.51647069675,0.48352930325,17.9826140403748
47,"EM",1.97723108992034,5.99095003110763,0.992985385604591,0.908401928031416,0.504047919253868,0.495952080746132,0.0122849941253662
47,"MCMC",1.9821321575,5.9909823725,1.004393922,0.916388468125,0.504726196625,0.495273803375,18.6032509803772
48,"EM",2.03333303384024,5.99830400206546,1.06647486274759,0.910268284017576,0.518031076572228,0.481968923427772,0.0117568969726562
48,"MCMC",2.03464100375,5.994179005,1.076437111375,0.921476786625,0.517900127875,0.482099872125,17.9762408733368
49,"EM",2.05838229415781,6.02942926790064,1.09063384042394,0.964229157940108,0.527860773455195,0.472139226544805,0.0423510074615479
49,"MCMC",2.0638340075,6.02742544375,1.10432941225,0.974602766875,0.52826191175,0.47173808825,19.0333609580994
50,"EM",2.01435995244673,5.99686442551091,1.01775676292358,0.988895842267988,0.489582101681381,0.510417898318619,0.0119349956512451
50,"MCMC",2.01570639375,5.9924847725,1.028421006625,1.0005036435,0.489555334,0.510444666,17.5475478172302
51,"EM",2.16048441541221,6.20052370672188,1.08412262538311,0.909060152320279,0.505318852487978,0.494681147512022,0.0122950077056885
51,"MCMC",2.16849823625,6.20231611125,1.099030656625,0.91702907275,0.50607561625,0.49392438375,18.946380853653
52,"EM",1.98002331383086,5.99978701859937,1.02953119858794,1.04513300376051,0.531888424176368,0.468111575823632,0.0126879215240479
52,"MCMC",1.9843501375,5.9961346125,1.040443490625,1.0565459685,0.531322028625,0.468677971375,17.4025940895081
53,"EM",2.00613172005908,6.01209777102149,0.972424648871781,0.995870012862057,0.485272604810314,0.514727395189686,0.0109140872955322
53,"MCMC",2.0072023625,6.0063805625,0.982462039375,1.008863446375,0.484984770625,0.515015229375,16.6707038879395
54,"EM",3.73468517149462,4.13203346055119,2.20365545615264,2.21801259247586,0.233268092101952,0.766731907898048,0.471079111099243
54,"MCMC",2.0496399,5.9888798025,1.034737578875,1.02704238775,0.494899708875,0.505100291125,18.9194991588593
55,"EM",1.88731883889124,6.08222744685191,0.997372077288258,0.904878448035447,0.472923597974354,0.527076402025646,0.0106911659240723
55,"MCMC",1.89201353875,6.0816450475,1.009888886875,0.912374272875,0.473539104875,0.526460895125,17.8180701732635
56,"EM",1.8886006057902,6.05945050896955,0.955779549164036,1.02242081071665,0.470577633647064,0.529422366352936,0.0108311176300049
56,"MCMC",1.89512802625,6.0589996625,0.968317471875,1.029639198875,0.471061012375,0.528938987625,17.4535608291626
57,"EM",2.06678762264355,5.97565468041812,1.03165476548286,0.937082685316858,0.501579095367506,0.498420904632494,0.0176270008087158
57,"MCMC",2.067976445,5.96934285125,1.041333083125,0.94902432175,0.50057340125,0.49942659875,18.4966571331024
58,"EM",1.95399094944542,5.93670358009869,1.03707471146543,1.07720127455583,0.498523151119147,0.501476848880853,0.175475120544434
58,"MCMC",1.95756858875,5.93109976625,1.049468675125,1.091930413125,0.498249798,0.501750202,17.5457620620728
59,"EM",2.18995761110302,6.15073558249023,1.00636797301431,0.960891695338234,0.505364701617062,0.494635298382938,0.0118131637573242
59,"MCMC",2.1934469075,6.14665419125,1.01765459725,0.971838194,0.505018969,0.494981031,19.3396961688995
60,"EM",2.11302307873254,5.98039483272597,1.04953949420644,0.963949935739939,0.479756918763086,0.520243081236914,0.0112769603729248
60,"MCMC",2.11923766625,5.98048948125,1.06531054425,0.973516373375,0.48041191425,0.51958808575,18.6378209590912
61,"EM",2.02725199625869,5.99725810905864,0.88877791716034,1.00012434184151,0.52741703685424,0.47258296314576,0.0072638988494873
61,"MCMC",2.02871561875,5.99221645,0.89688036325,1.01268728825,0.52702074025,0.47297925975,17.0717780590057
62,"EM",3.87689115978655,3.98937000787704,2.31701879904693,2.31847681287942,0.999990124218854,9.8757811462611e-06,0.00205516815185547
62,"MCMC",1.93080083625,6.10934299,1.063785473375,0.95955651725,0.534120255375,0.465879744625,18.2237980365753
63,"EM",1.86734519655079,5.91010417236067,0.942802691464518,1.02762366948946,0.432748273793263,0.567251726206737,0.0109789371490479
63,"MCMC",1.8676132,5.9045195025,0.952861258375,1.03956088425,0.43230270425,0.56769729575,18.0341370105743
64,"EM",2.07251504587947,6.06774371810644,1.05486891814536,0.920661563271224,0.502541073220835,0.497458926779165,0.0134930610656738
64,"MCMC",2.07736910125,6.06747610125,1.067321003125,0.929797975375,0.503628013375,0.496371986625,20.3191990852356
65,"EM",1.96645312656914,5.97975500916044,1.00090108882544,0.943487341921766,0.531345878949068,0.468654121050932,0.0140390396118164
65,"MCMC",1.96625398,5.97411404875,1.0082355175,0.9580081475,0.530138222875,0.469861777125,16.6323029994965
