"R","Metodo","mu1a","mu1b","mu2a","mu2b","mu3a","mu3b","sigma1a","sigma1b","sigma1c","sigma1d","sigma2a","sigma2b","sigma2c","sigma2d","sigma3a","sigma3b","sigma3c","sigma3d","p1","p2","p3","tempo"
12,"MCMC",3.0949694285,4.232382814,3.681589473125,5.64508712,4.49309534875,2.343043368125,2.96845990125,0.86142377925,0.86142377925,4.53862800925,2.76349668375,0.048174177375,0.048174177375,5.3203507525,2.93348226,0.190109554375,0.190109554375,1.883659887375,0.340991934125,0.359444112,0.299563954875,89.0694789886475
13,"EM",1.2953217615136,5.47962385183337,3.89178682686624,0.874789311427572,6.20858147388472,6.43504636892776,2.9548222902564,3.0763515369936,3.0763515369936,7.67650322232204,2.91542704934102,1.06960577850304,1.06960577850304,1.01081148829827,2.22956191345091,-1.85453119262544,-1.85453119262544,2.94971594216526,0.347111674153971,0.329736647003367,0.323151678842662,0.0956490039825439
13,"MCMC",3.188260517625,4.569471083625,3.193048257,4.55794645825,5.07006581125,3.631318085625,2.8014392055,1.620397237875,1.620397237875,5.36505950375,2.7892743825,1.6312495495,1.6312495495,5.35702433575,2.4805694925,-0.3567320585,-0.3567320585,1.912954788375,0.3378189745,0.33744836575,0.3247326605,97.4242510795593
14,"EM",1.19072522510364,5.31629470266822,3.86377063761953,0.966809795371321,6.49401218993894,6.6203993728867,2.71396751634051,3.14236713569078,3.14236713569078,7.96324445048023,3.19877863355095,1.10089910971283,1.10089910971283,0.926688682941386,2.41763190828553,-2.52201714628331,-2.52201714628331,4.93012687481764,0.401634978853827,0.305972203009781,0.292392818136392,0.112847089767456
14,"MCMC",2.55478518575,3.1815283035,3.2252066645,4.561390917,5.8729549475,5.134078120125,3.08482857875,2.17403891525,2.17403891525,4.81354205,2.8212006015,1.328463370125,1.328463370125,5.696753845125,2.586318239,-1.408200969,-1.408200969,3.737505294125,0.3562208815,0.350993416375,0.292785709875,98.2157790660858
15,"EM",1.16812385077583,5.41255987898075,3.98575032225814,1.12779671061098,5.94193677298378,6.67083617604596,1.6486289415599,1.89294648767731,1.89294648767731,5.15972204040553,5.30041454918743,1.75198959087636,1.75198959087636,1.507936432778,2.67510160454831,-2.4766189372852,-2.4766189372852,4.13324937741712,0.375694011757106,0.366138568160759,0.258167420082134,0.118794918060303
15,"MCMC",3.08107786775,4.539845911375,3.237223808875,2.1292941715,4.813220517125,6.22103503875,2.7809265055,0.28984510875,0.28984510875,4.41949333525,3.22845942225,1.382125028875,1.382125028875,2.2247485655,3.19842133725,-2.330000903625,-2.330000903625,5.7486152125,0.346297542875,0.354995790875,0.2987066695,96.8995690345764
16,"EM",0.84554010694734,4.89827593606092,3.87742541372793,0.989923001000814,5.68952366025295,7.32535373527308,1.8946803853352,2.21547060704964,2.21547060704964,5.51336924238306,5.32834898574704,2.35448683503478,2.35448683503478,2.07970064197121,2.90893592392181,-2.74770284580224,-2.74770284580224,4.49911370379645,0.309469839346825,0.311005506711321,0.379524653941854,0.118199110031128
16,"MCMC",1.62523168225,3.931063953875,3.5386761525,3.383289071875,5.3251062325,5.41987091375,2.49462235,2.2671031270375,2.2671031270375,5.87119972625,2.7638510525,0.31442091775,0.31442091775,3.886234425125,3.0457376375,-2.24908071367625,-2.24908071367625,4.62918083575,0.317569293,0.31877233125,0.36365837825,100.144831895828
17,"EM",1.02207889666164,5.24726498093552,3.93139496677755,1.13927022344386,5.87477869169088,7.28473943834737,1.67402136457831,1.89379582081818,1.89379582081818,5.69629918414748,5.96901508499215,1.55407513633142,1.55407513633142,1.40130546373363,3.238501418275,-2.72610311464482,-2.72610311464482,4.13181913045078,0.290907861125963,0.409873516051353,0.299218622822684,0.132243871688843
17,"MCMC",2.302324169,5.3759505275,4.290695854875,4.99325926675,4.50813350625,2.577474477375,2.72435785,0.493168258625,0.493168258625,6.75435044375,3.5446659755,-1.270804608625,-1.270804608625,4.994787775875,3.637560245,-0.3053148457875,-0.3053148457875,2.26462112875,0.3240533095,0.32837069575,0.347575988375,100.520357131958
18,"EM",1.08139378322708,5.02687630488541,4.06834054966109,1.16024637310576,5.92120078916012,7.175799322501,2.17081610666418,2.23619644043348,2.23619644043348,4.69463415903082,5.61547376703955,1.35225637750504,1.35225637750504,1.24997649865545,3.2323026849468,-2.55984760346154,-2.55984760346154,3.6331475807482,0.330768889034343,0.340576754381593,0.328654356584064,0.10497784614563
18,"MCMC",3.12798174125,4.542111625125,3.842763053125,3.571916087625,4.359180442875,5.041557278625,3.39059388875,0.576027151375,0.576027151375,4.011579665,3.75977422875,0.242103056375,0.242103056375,2.949675378375,3.6346188475,-0.849885601625,-0.849885601625,3.8251601615,0.3393987665,0.329838199625,0.330763026125,106.271123886108
19,"EM",1.17052566314702,5.21626398637511,3.90399702835357,0.993619017051394,6.06984396825843,7.03624943047542,1.79763443149998,1.72443775605505,1.72443775605505,6.85700751352359,2.8550599983121,1.09714556764314,1.09714556764314,1.10876396763701,2.69497322634057,-2.30509372538559,-2.30509372538559,4.12943516042648,0.29580805867661,0.33183400701128,0.372357934312111,0.128940105438232
19,"MCMC",3.109929406,4.616347986875,3.796903879125,3.5806365455,4.30462726625,5.090147899625,2.532028915,0.5968830934125,0.5968830934125,4.786175527625,2.89062012625,0.548026321075,0.548026321075,3.347648507375,2.73095754875,-0.32046221883925,-0.32046221883925,3.993288240375,0.3244781335,0.333641920875,0.341879938625,85.3970539569855
20,"EM",1.19935665744119,5.33347499741207,4.01951807619568,1.10231146092589,5.82925235709789,7.01500200697505,1.48139418331136,1.79091912759512,1.79091912759512,5.00963343567403,5.0381693696346,1.76235507766073,1.76235507766073,1.45285824935079,2.54817920388894,-2.41520885740586,-2.41520885740586,3.94284841509645,0.306670280643078,0.370849944203467,0.322479775153455,0.116131067276001
20,"MCMC",3.132678587625,4.550358759625,3.839772651625,3.5147184995,4.335278796625,4.929799586375,2.440022125,0.61734258775,0.61734258775,4.889091607625,2.69509253,0.371171702625,0.371171702625,3.489027644375,2.723229727375,-0.684254809375,-0.684254809375,4.43321627475,0.333269475,0.334705558125,0.3320249695,100.0042989254
21,"EM",0.929624510741708,4.3999904961841,4.06448356061525,1.0877424737437,6.21757077214317,6.52310140799036,2.15261104587472,2.43102622391042,2.43102622391042,7.07966449496489,3.1987639855005,1.05412652162514,1.05412652162514,0.930991615858466,2.78386498233352,-2.68308923422985,-2.68308923422985,4.9189024615332,0.300148148578263,0.338858374734179,0.360993476687558,0.178206920623779
21,"MCMC",1.78803816225,3.583354398375,3.860688512,3.301361976875,5.695178875,5.183861337875,2.6242898875,1.960088413625,1.960088413625,5.46943566325,2.9763657875,0.332336360375,0.332336360375,3.580551982375,3.03715466125,-1.988383270375,-1.988383270375,4.23838504125,0.315331654125,0.334653375125,0.3500149735,115.612066984177
22,"EM",0.710414749812341,4.59696555429687,3.87910780119769,0.917946612587325,5.93933653646196,6.89379508256303,2.08857332626054,2.32196847429466,2.32196847429466,7.03085421359659,2.90712883538807,0.948947431247008,0.948947431247008,0.85328739400085,2.80059905247961,-2.88307543062734,-2.88307543062734,6.20092066996731,0.317087031155707,0.320039384953885,0.362873583890409,0.108808994293213
22,"MCMC",2.9385800715,4.333467909625,3.0767620215,1.929953336875,4.8434796445,6.15114054375,2.44379715175,1.101975744675,1.101975744675,6.33860097325,2.41078658225,1.3328505143125,1.3328505143125,2.9778084975,2.5092917135,-1.193356282625,-1.193356282625,7.12546150875,0.3342024855,0.32068323125,0.345114275375,107.205384016037
23,"EM",1.1802404753822,5.49484138396817,3.48111403900119,0.873336212726591,5.80504632752318,7.40843168571222,1.78704476239307,1.65541528492541,1.65541528492541,3.66129156353596,4.16064057148524,1.24705535282999,1.24705535282999,1.28769575444379,2.01284060250063,-1.76425993980132,-1.76425993980132,3.4354957234284,0.348891959972166,0.400462840674176,0.250645199353658,0.087332010269165
23,"MCMC",3.58306660175,3.597089401625,3.583854765875,3.595830185875,3.66321777275,6.3309716025,2.673152268625,0.513536568625,0.513536568625,2.889349970125,2.674371694375,0.509242498,0.509242498,2.8880822355,2.229827649125,0.057482276125,0.057482276125,4.611351975,0.34593895675,0.346042780875,0.30801826125,98.6761200428009
24,"EM",0.967650367532273,5.31124364431455,3.56182822173734,0.884702289397649,6.2397189747849,6.9994000063004,1.47602040181793,1.69240605521656,1.69240605521656,4.81658977854937,5.03088190967396,1.44998600247121,1.44998600247121,1.26172827069334,2.8512871461857,-2.35946044862843,-2.35946044862843,3.4413230341816,0.272936115735127,0.412775314788166,0.314288569476707,0.125771999359131
24,"MCMC",2.915306031,4.47956985425,3.60846510475,3.4151573545,4.2686157175,4.90902025775,2.57020358575,0.8756239085,0.8756239085,4.79785906375,3.001402764625,0.485600067875,0.485600067875,3.230109139875,2.967900540125,-0.33493774475,-0.33493774475,3.93600404,0.32231332175,0.34674813325,0.33093854025,91.9516489505768
25,"EM",1.05219512035755,5.04215844766219,3.73741360046337,0.895820457393772,5.74611857269934,7.03207548886197,1.8078139442604,1.69608347811804,1.69608347811804,3.87266622895814,4.50470198039866,1.08266777372996,1.08266777372996,1.17577819281987,2.25759500209378,-1.89819061467501,-1.89819061467501,3.42288517112475,0.316994319503478,0.401478720625889,0.281526959870633,0.10234808921814
25,"MCMC",3.059875938875,4.43134092175,3.593226364875,5.895776135,4.38029792,2.334693945125,2.643888405875,0.922478475375,0.922478475375,4.286672538125,2.41081571925,0.20587228525,0.20587228525,4.9764715475,2.96851217,0.0724796965375,0.0724796965375,1.661345386625,0.340220179375,0.313527158875,0.346252662625,90.8544590473175
26,"EM",1.08561110432947,5.1662859987504,4.22761581176121,1.03913656104554,5.9909795378835,7.18050255003065,1.75080421647379,1.89631398892456,1.89631398892456,4.55471871918757,4.69941653101504,1.780266551601,1.780266551601,1.60610640464632,2.41742118115232,-2.24070648278861,-2.24070648278861,3.88810175450904,0.311458376158453,0.354449772795198,0.334091851046349,0.105707168579102
26,"MCMC",3.1243510545,4.531335788875,3.895401769,3.508506669875,4.37864283325,5.004448795125,2.43195357375,0.706222863375,0.706222863375,4.5424691645,2.58947587875,0.322998223375,0.322998223375,3.339715941375,2.66326544,-0.609814339,-0.609814339,4.320449322375,0.33106752825,0.33356088375,0.335371578125,88.9617688655853
27,"EM",1.10431249538059,5.37555487257877,3.5534849526052,0.933992124582564,6.00645188576219,7.06962361650235,2.14016155584473,1.8765666532316,1.8765666532316,3.65873682112415,4.25160213739602,1.50655319051475,1.50655319051475,1.54729623957286,2.05895760480291,-1.84162808700914,-1.84162808700914,3.73994077216598,0.306727954134067,0.360584196253966,0.332687849611967,0.125380992889404
27,"MCMC",1.85587000775,4.295049596875,3.6732197415,3.508053869,5.5347927825,5.3108356845,3.0624116925,2.4180375225,2.4180375225,4.655418802625,2.78845815875,0.84014880725,0.84014880725,3.0728019815,2.231391191125,-1.039897915875,-1.039897915875,3.273893798375,0.342135057,0.335241933875,0.322623018625,185.973776102066
28,"EM",0.918960745291331,5.04134384897032,4.06163036153143,0.902269379104163,5.97320098951377,6.99858975495638,2.04857848846501,2.32280023476304,2.32280023476304,5.81438691443152,2.80914694005854,1.01845909339753,1.01845909339753,0.879772805414576,2.82538563921885,-2.50103108624372,-2.50103108624372,3.9021308566769,0.356195374021527,0.311720970861838,0.332083655116636,0.0855209827423096
28,"MCMC",1.72879696675,4.010935039375,3.7555585915,3.45584171625,5.518348875,5.44584058675,2.2534052225,1.792083603375,1.792083603375,4.34329441375,2.6100061975,0.15648536225,0.15648536225,3.00442641825,3.03583011,-2.1616390225,-2.1616390225,3.75229491075,0.34707514075,0.3274845195,0.32544033875,89.4653549194336
29,"EM",1.03242508488731,5.30683578525525,4.48976571353767,1.08359530929561,6.14576078670418,6.56893240565411,2.1612596359326,2.6269344696406,2.6269344696406,7.26403896862035,3.74124988823077,1.48590722366455,1.48590722366455,1.24956284073188,2.67792932462647,-2.44421634024272,-2.44421634024272,3.76730811229002,0.305066210894016,0.365184482053729,0.329749307052254,0.13903284072876
29,"MCMC",3.175759363,4.563146999375,4.041059230125,3.5079963985,4.44304586025,4.876292049125,2.798469455,1.07054088325,1.07054088325,4.933991881875,3.23177035375,0.809041801125,0.809041801125,3.431121723625,2.92602666625,-0.17862101525,-0.17862101525,4.072646135375,0.326154665625,0.341398307,0.33244702725,97.373575925827
30,"EM",1.04828475920423,5.35633620874802,4.04456995317658,1.05430082386597,6.05133111975566,7.03745785989169,1.80530445916813,2.10788301426744,2.10788301426744,7.07927335633153,2.78632459165317,1.17484291044092,1.17484291044092,1.05457783904347,2.51872166526058,-2.38042368508694,-2.38042368508694,4.07022304449045,0.336545965175348,0.370539009282092,0.292915025542559,0.101181983947754
30,"MCMC",2.53122328425,3.153976442375,4.2726082805,5.1162363125,4.284893269125,5.107643895875,2.22224199075,1.40613050225,1.40613050225,3.745125266,2.55143331125,-0.79664026525,-0.79664026525,4.411510198875,2.556245084875,-0.79062693325,-0.79062693325,4.447930770375,0.34992607875,0.3246485035,0.325425422875,96.6073431968689
31,"EM",1.04608159097391,5.19858766388985,3.95324038612216,0.957177951417453,5.64856948582441,7.16954763472214,1.86215711042941,2.12510040516919,2.12510040516919,7.73115067843115,3.64194207518487,1.0599755411782,1.0599755411782,0.922733681790052,3.35621975394492,-2.93961757927119,-2.93961757927119,4.59928529882413,0.331778322495178,0.321655963571365,0.346565713933457,0.113801956176758
31,"MCMC",2.202916539875,5.617532855,4.065728592,5.115785852625,4.37360856625,2.530058089125,2.39898169575,0.484852877705,0.484852877705,6.5858583125,3.28226694625,-0.9407765252375,-0.9407765252375,4.5470295425,3.7766658825,-0.01201437125,-0.01201437125,1.978126983875,0.335574823625,0.337608886375,0.3268162855,96.6795070171356
32,"EM",0.75671126954331,4.71327149246239,3.94370546422797,1.06585412026551,5.79141971841821,7.48035810571752,1.77009308708689,1.8277704779947,1.8277704779947,4.76110158303685,2.59754318887275,0.86293631828808,0.86293631828808,0.824199096635536,2.8590880012087,-2.53390916425658,-2.53390916425658,4.51179103204665,0.369859798302414,0.310247721362806,0.31989248033478,0.085029125213623
32,"MCMC",2.86007903025,4.528424465375,3.634584004875,3.582720928625,4.115761004875,5.156040204375,2.35933090125,0.763077049625,0.763077049625,4.128562963375,2.52671145,0.401702481,0.401702481,2.949867523625,2.563734955,-0.3740477275,-0.3740477275,3.85716652275,0.34417839875,0.32754445125,0.32827715325,93.376659154892
33,"EM",0.636744260913966,4.56972896283695,4.1607118043379,1.0412468712333,5.93804946704548,7.30976012201714,1.67412599746146,1.75985916723425,1.75985916723425,4.45981389507101,4.87548866761144,1.32905176301166,1.32905176301166,1.25845122492103,2.26417594849146,-2.09586267473737,-2.09586267473737,3.86976394404101,0.279580747684047,0.421875123363421,0.298544128952533,0.125224113464355
33,"MCMC",2.90879600275,4.189423176625,2.910129333125,4.18561294925,5.09094092125,3.941062673,2.55744314675,0.32894382675,0.32894382675,4.320355077375,2.57027752375,0.32974564425,0.32974564425,4.326203937375,3.077123,-1.062030547875,-1.062030547875,3.441853374625,0.32499199475,0.324959229375,0.350048767125,83.4724490642548
34,"EM",1.07926882728556,4.67841094038048,4.13708544524911,0.924072762864962,5.7416909509415,7.24825648035256,1.74075703922097,1.81372293978628,1.81372293978628,6.00925937459326,2.90287918028101,0.801704376873985,0.801704376873985,0.778953491137392,3.99688635277923,-3.06377751062094,-3.06377751062094,4.51045730758016,0.290403164177518,0.341055564694043,0.368541271128439,0.109904050827026
34,"MCMC",3.058243108,4.4455330345,3.802441651375,3.452936053375,4.22665684825,4.990700768625,2.691266018875,0.520263339375,0.520263339375,4.722853452125,3.014720275125,0.254992612625,0.254992612625,3.1969278505,3.14922059625,-0.600776403875,-0.600776403875,4.02471215125,0.325071333875,0.33566321225,0.33926546325,97.7520201206207
35,"EM",0.8741611494827,5.29230793999776,3.80551216759057,1.12936879116076,5.91524641680751,7.06122152884921,1.85332405229728,1.6723731374172,1.6723731374172,6.35566774916756,2.77383192901953,1.10288315451927,1.10288315451927,1.19570045668144,3.24473585755114,-2.4723390231771,-2.4723390231771,4.0996478294497,0.327667113409828,0.337267397743166,0.335065488847006,0.121886968612671
35,"MCMC",2.878677659125,4.713078464,3.600152813,3.670712852375,4.128008179,5.146965744875,2.61454095,0.2617801790625,0.2617801790625,4.518060858,2.78587400375,0.12564982433875,0.12564982433875,3.32288675875,3.0013825875,-0.8810338944,-0.8810338944,4.149407615125,0.331497626875,0.33520634275,0.333296033375,85.4252188205719
36,"EM",1.26797535422806,5.84199718010083,3.89050581399273,1.25781179810032,6.41344343307756,6.71203568561502,1.83147598301438,1.94186587199559,1.94186587199559,4.40758335698693,4.66998183886354,1.73954690579142,1.73954690579142,1.56907750113777,2.39878130217141,-2.21595287757922,-2.21595287757922,3.8402780378299,0.344451006604249,0.361822572672763,0.293726420722988,0.098067045211792
36,"MCMC",3.2242510875,4.785572555125,3.871190675375,3.667894522125,4.52611684575,5.007085780125,2.5962857875,0.63127093825,0.63127093825,4.084345027,2.90367692625,0.46041098275,0.46041098275,3.107892573875,2.7714430825,-0.5583053655,-0.5583053655,4.00020849175,0.339182775125,0.334926793125,0.32589043525,94.0883948802948
37,"EM",1.42473139897998,5.77842898043127,3.92722621798248,1.09097533986158,6.4727050769958,6.28390612921114,2.73864077150359,2.97713689895168,2.97713689895168,6.81545693311201,3.40154390439734,1.16513874639868,1.16513874639868,1.01480571437463,2.04344718841335,-1.99602655362751,-1.99602655362751,3.65768868453682,0.37777127775106,0.335330753408662,0.286897968840278,0.136682033538818
37,"MCMC",3.221237804875,4.689012838,3.222212214875,4.69028645225,5.12485900625,3.8318450785,2.867216438125,0.6319594597,0.6319594597,4.012675914875,2.85893311875,0.620030298875,0.620030298875,3.997102959875,3.25460463175,-0.627659284125,-0.627659284125,2.848851970125,0.34022568075,0.339640068125,0.32013425325,118.12279510498
38,"EM",1.1863477852088,4.96288632662716,4.11686549532042,1.00885086521992,6.57948584900395,6.42720249528083,2.25678398829268,2.32739947857293,2.32739947857293,6.08421865325613,2.21738512961105,0.87904687699781,0.87904687699781,0.858302846497108,1.93564974119477,-1.94777662752013,-1.94777662752013,4.5848347150682,0.368812785763401,0.340885673610417,0.290301540626181,0.112027883529663
38,"MCMC",3.264486008375,4.3229053555,4.006317439125,3.36320087075,4.5937142125,4.729075469875,2.327191305,0.592881250625,0.592881250625,4.17240661075,2.39766543125,0.402592281375,0.402592281375,3.082133978,2.29211546025,-0.428236559125,-0.428236559125,4.11883089325,0.341553507625,0.335564524875,0.322881966,85.4473497867584
39,"EM",1.06737427699881,5.10608876537994,3.65106814660741,1.0177194949969,6.05226288754861,6.99754372869208,2.14646505674246,1.92505923592736,1.92505923592736,4.22042968731496,4.92836451267732,1.31774411640361,1.31774411640361,1.4385302313801,2.48572707975349,-2.07228660609314,-2.07228660609314,3.88116766430393,0.353574076531997,0.319208659218841,0.327217264249163,0.116763114929199
39,"MCMC",1.772233957,3.961768698375,3.71285435225,3.444919311,5.56909347375,5.381422741375,2.72367793875,1.770860958555,1.770860958555,4.328845906375,3.0242121875,0.38416403708375,0.38416403708375,3.096447823125,2.870346665,-1.5993348764,-1.5993348764,3.727704519625,0.359856088625,0.3222970065,0.317846905375,98.6816120147705
